"1797-03-04 12:00 PM","","No","Day","03/04/1797: John Adams is inaugurated as the second President …","John Adams is inaugurated as the second President of the United States in Philadelphia. Thomas Jefferson will serve as Vice President.","John Adams"
"1797-05-15 12:00 PM","","No","Day","05/15/1797: Adams calls the first special session of Congress …","Adams calls the first special session of Congress to debate the mounting crisis in French-American relations.  Charles Cotesworth Pinckney, the American envoy in France, had left France after being insulted by the French foreign minister.","John Adams"
"1797-05-19 12:00 PM","","No","Day","05/19/1797: Adams appoints a three man commission, composed of…","Adams appoints a three man commission, composed of Charles C. Pinckney, Elbridge Gerry, and John Marshall, to negotiate a settlement with France.","John Adams"
"1797-06-24 12:00 PM","","No","Day","06/24/1797: President Adams is authorized by Congress to raise…","President Adams is authorized by Congress to raise a militia of 80,000 men for defensive purposes in case of war with France.","John Adams"
"1797-10-18 12:00 PM","","No","Day","10/18/1797: The three man American peace commission is receive…","The three man American peace commission is received coolly and then asked to pay a bribe in order to speak with French Foreign Minister Charles Maurice Talleyrand. This episode becomes known as the “XYZ Affair.” ","John Adams"
"1798-01-08 12:00 PM","","No","Day","01/08/1798: The Eleventh Amendment to the Constitution of the …","The Eleventh Amendment to the Constitution of the United States is declared in full force by President Adams.  It stipulates that federal courts shall not have the jurisdiction over litigation between individuals from one state against individuals from another state. ","John Adams"
"1798-04-03 12:00 PM","","No","Day","04/03/1798: President Adams exposes the XYZ affair, providing …","President Adams exposes the XYZ affair, providing Congress with letters from the peace commission indicating French efforts to bribe and intimidate U.S. officials seeking to speak with French diplomat, Charles Maurice Talleyrand. The reaction was one of outrage and intimidation. ","John Adams"
"1798-04-07 12:00 PM","","No","Day","04/07/1798: Congress establishes the government for the new Mi…","Congress establishes the government for the new Mississippi Territory. The Spanish had ceded the territory to the United States in the 1795 Treaty of San Lorenzo.  President Adams appoints native Winthrop Sergeant as governor and selects the town of Natchez to serve as its first capital. ","John Adams"
"1798-05-03 12:00 PM","","No","Day","05/03/1798: Adams appoints Benjamin Stoddert to serve as the f…","Adams appoints Benjamin Stoddert to serve as the first secretary of the Navy for the newly formed Department of the Navy. Congress had established the department four days earlier in preparation for war with France. ","John Adams"
"1798-05-28 12:00 PM","","No","Day","05/28/1798: Congress empowers Adams to enlist 10,000 men for s…","Congress empowers Adams to enlist 10,000 men for service in case of a declaration of war or invasion of the country's domain. It also authorizes Adams to instruct commanders of ships-of-war to seize armed French vessels praying upon or attacking American merchantmen about the coast. ","John Adams"
"1798-06-18 12:00 PM","","No","Day","06/18/1798: The first of four acts known collectively as the A…","The first of four acts known collectively as the Alien and Sedition Acts is adopted. The Alien and Sedition acts aimed to curb criticism of administration policies and prevent internal subversion. The first act, stipulating requirements for naturalized citizenship, demanded residence in the United States for period of fourteen years and a declaration of intention for five years. ","John Adams"
"1798-06-25 12:00 PM","","No","Day","06/25/1798: Congress passes the Alien Act, granting President …","Congress passes the Alien Act, granting President Adams the power to deport any alien he deemed potentially dangerous to the country's safety. ","John Adams"
"1798-07-06 12:00 PM","","No","Day","07/06/1798: Congress passes the third of the Alien and Seditio…","Congress passes the third of the Alien and Sedition acts, the Alien Enemies Act. The act provides for the apprehension and deportation of male aliens who were subjects or citizens of a hostile country. ","John Adams"
"1798-07-07 12:00 PM","","No","Day","07/07/1798: Adams appoints George Washington to serve as comma…","Adams appoints George Washington to serve as commander in chief of the United States Army. All French treaties between the United States and France are declared null and void by vote in Congress, most notably the 1778 Treaty of Alliance. ","John Adams"
"1798-07-14 12:00 PM","","No","Day","07/14/1798: Congress adopts the Sedition Act, the fourth and l…","Congress adopts the Sedition Act, the fourth and last of the Alien and Sedition acts. The bill subjects any American citizen to a fine and/or imprisonment for obstructing the implementation of federal law, or for publishing malicious or false writings against Congress, the President, or the government. ","John Adams"
"1798-09-12 12:00 PM","","No","Day","09/12/1798: Philadelphia newspaper editor Benjamin Franklin Ba…","Philadelphia newspaper editor Benjamin Franklin Bache, grandson of Benjamin Franklin, is arrested under Sedition Act for “libeling” President Adams. ","John Adams"
"1798-11-16 12:00 PM","","No","Day","11/16/1798: The Kentucky State Legislature adopts the Kentucky…","The Kentucky State Legislature adopts the Kentucky Resolutions, reserving states' right to override federal powers not enumerated in the U.S. Constitution. Thomas Jefferson, angry at the Adams administration for the Alien and Sedition acts, authors the resolution. ","John Adams"
"1799-02-09 12:00 PM","","No","Day","02/09/1799: The United States Navy scores its first clear vict…","The United States Navy scores its first clear victory against France when the frigate <i>Constellation</i> captures the French ship <i>L'Insurgente</i> near the island of St. Kitts. ","John Adams"
"1799-03-30 12:00 PM","","No","Day","03/30/1799: President Adams selects Van Murray, Chief Justice …","President Adams selects Van Murray, Chief Justice Oliver Ellsworth, and North Carolina Governor Davie to serve as U.S. envoys to France upon assurance from the French that they will be received with the respect owed to their nation. ","John Adams"
"1799-07-11 12:00 PM","","No","Day","07/11/1799: U.S. diplomats conclude a Treaty of Amity between …","U.S. diplomats conclude a Treaty of Amity between the United States and Prussia in Berlin. ","John Adams"
"1799-10-26 12:00 PM","","No","Day","10/26/1799: Thomas Cooper, a resident of Northumberland, Penns…","Thomas Cooper, a resident of Northumberland, Pennsylvania, is tried and convicted of libel against President Adams and his administration under the newly adopted Sedition Act. ","John Adams"
"1800-01-10 12:00 PM","","No","Day","01/10/1800: Congress finally passes a treaty with Tunis, negot…","Congress finally passes a treaty with Tunis, negotiated originally in 1797. ","John Adams"
"1800-02-01 12:00 PM","","No","Day","02/01/1800: The United States frigate “Constellation” def…","The United States frigate <i>Constellation</i> defeats the French ship <i>La Vengeance</i> on the high seas. ","John Adams"
"1800-04-04 12:00 PM","","No","Day","04/04/1800: Congress passes and Adams signs into law the Feder…","Congress passes and Adams signs into law the Federal Bankruptcy Act, providing merchants and traders protection from debtors. ","John Adams"
"1800-04-24 12:00 PM","","No","Day","04/24/1800: A resolution is passed and eventually signed by Pr…","A resolution is passed and eventually signed by President Adams calling for the establishment of a Library of Congress. ","John Adams"
"1800-05-07 12:00 PM","","No","Day","05/07/1800: Congress passes an act dividing the Northwest Terr…","Congress passes an act dividing the Northwest Territory into two parts, with the border between them running north from the junction of the Ohio and Kentucky Rivers. The western part of the territory will be known as the Indiana Territory while the eastern half will retain the name Northwest Territory. ","John Adams"
"1800-06-01 12:00 PM","","No","Month","06/1800: The new city of Washington in the District of Colu…","The new city of Washington in the District of Columbia becomes the official capital of the United States, succeeding Philadelphia. It would not be until November that Congress convened in the new capital and Adams moved into the new Executive Mansion. ","John Adams"
"1800-09-30 12:00 PM","","No","Day","09/30/1800: The “quasi”-naval war with France effectively ends…","The “quasi”-naval war with France effectively ends with the signing of the Treaty of Mortfontaine in Paris.  France agrees to lift its embargos on American ships, cancel all letters of marque, and respect neutral ships and property. The United States agrees to return captured warships but not captured privateers. ","John Adams"
"1800-10-01 12:00 PM","","No","Day","10/01/1800: Spain cedes the Louisiana territory to France with…","Spain cedes the Louisiana territory to France with the signing of the secret Treaty of San Idlefonso. Leaders express alarm because the French could be a potentially dangerous enemy in the region. ","John Adams"
"1800-11-11 12:00 PM","","No","Day","11/11/1800: The fourth presidential election is held. Adams, t…","The fourth presidential election is held. Adams, the Federalist Party candidate, loses his bid for reelection. A tie in electoral votes between Thomas Jefferson and Aaron Burr throws the election into the House of Representatives, with Jefferson emerging the winner. ","John Adams"
"1801-03-04 12:00 PM","","No","Day","03/04/1801: Thomas Jefferson is inaugurated as the third Presi…","Thomas Jefferson is inaugurated as the third President of the United States, becoming the first President to be inaugurated in Washington, D.C. John Adams's term as President officially ends. ","John Adams"   
